window,NewsScore,StockPrice_IXIC,StockPrice_BTC,StockPrice_MARA,StockPrice_RIOT
"Row(start=datetime.datetime(2020, 10, 29, 20, 0), end=datetime.datetime(2020, 11, 9, 19, 0))","[0.37905, 0.37905, 0.28091000000000005, 0.28091, 0.5111800000000001, 0.51118, 0.17384999999999998, 0.17384999999999998, 0.2307222222222222, 0.23072222222222225, 0.010603846153846158, 0.010603846153846169, 0.2311923076923077, 0.23119230769230767, 0.2354, 0.2354, 0.3818, 0.3818, 0.1027, 0.1027, 0.16858749999999997, 0.1685875]","[0.16904669314263296, 0.0, 0.01713368572688814, 0.034267371453774675, 0.05140105718066281, 0.06853474290755095, 0.08709623577834523, 0.04054419123264666, 0.1119492872825885, 0.2193524630219769, 0.46885173688304, 0.5983685963837593, 0.7970785813103538, 0.8628010379312956, 0.844274170790631, 0.866590037786756, 0.8932720302294055, 0.9199540226720533, 0.9466360151147027, 0.9733180075573505, 1.0, 0.706731927399872, 10911.58984375, 12046.66015625]","[0.0, 0.05072349458507456, 0.050728053754430374, 0.16018915081823412, 0.16018915081823412, 0.13970069965012935, 0.1396646822122184, 0.05257542917740731, 0.05255764841691962, 0.2392310140230931, 0.23931855007472477, 0.32485586186081583, 0.3248681716180766, 1.0, 0.9999443781338591, 0.9934790200703754, 0.9934790200703754, 0.6516790052986666, 0.6516790052986666, 0.9531828017189892, 0.9531960233101211, 0.8844369106703711, 13437.8740234375, 15579.8486328125]","[0.395348953259431, 0.13953528344915114, 0.12123553778619822, 0.10293579212324631, 0.08463604646029338, 0.06633630079734046, 0.04651157632914179, 0.0, 0.13953528344915114, 0.27907001243657653, 0.37209316509486007, 0.5813952585759982, 0.9534884236708582, 0.9302326355062873, 1.0, 0.7209305420251493, 0.6697676971707477, 0.6186048523163472, 0.5674420074619457, 0.5162791626075453, 0.46511631775314366, 0.2558142242720056, 2.0999999046325684, 2.5299999713897705]","[0.3859650076774974, 0.017543844972692704, 0.014092596781343678, 0.010641348589993872, 0.007190100398644844, 0.0037388522072950387, 0.0, 0.052631534918078114, 0.15789460475423434, 0.42105269762288283, 0.5789473023771171, 0.5087719224863464, 1.0, 0.8596492402184583, 0.9824561550273073, 0.6842107904915313, 0.6350879409123403, 0.5859650913331493, 0.5368422417539576, 0.48771939217476656, 0.4385965425955755, 0.42105269762288283, 3.259999990463257, 3.8299999237060547]"
"Row(start=datetime.datetime(2020, 10, 30, 20, 0), end=datetime.datetime(2020, 11, 10, 19, 0))","[0.28091000000000005, 0.28091, 0.5111800000000001, 0.51118, 0.17384999999999998, 0.17384999999999998, 0.2307222222222222, 0.23072222222222225, 0.010603846153846158, 0.010603846153846169, 0.2311923076923077, 0.23119230769230767, 0.2354, 0.2354, 0.3818, 0.3818, 0.1027, 0.1027, 0.16858749999999997, 0.1685875, 0.06604000000000002, 0.06604000000000002]","[0.0, 0.017432366414508686, 0.034864732829019, 0.05229709924352932, 0.07118216285924761, 0.02381860601568381, 0.09646846186383154, 0.20574392911679099, 0.45959256573995444, 0.5913672105923469, 0.7935411807864037, 0.8604093353528234, 0.8415595010756499, 0.8642643864421088, 0.8914115091536877, 0.918558631865265, 0.9457057545768438, 0.9728528772884211, 1.0, 0.7016195709006293, 0.6197461289199202, 0.5582736453149799, 10931.037781762296, 12046.66015625]","[0.0, 0.11531057827709887, 0.11531057827709887, 0.09372724670479454, 0.09368930453442556, 0.00194609714348288, 0.001927366198617176, 0.19857635213407898, 0.19866856601649477, 0.28877689811710777, 0.2887898656943225, 1.0, 0.999941405762215, 0.9931305460406625, 0.9931305460406625, 0.6330651126065983, 0.6330651126065983, 0.9506809418879639, 0.9506948700264538, 0.8782613456695016, 0.8782786357724546, 0.8578940846715553, 13546.5322265625, 15579.8486328125]","[0.12123553778619822, 0.10293579212324631, 0.08463604646029338, 0.06633630079734046, 0.04651157632914179, 0.0, 0.13953528344915114, 0.27907001243657653, 0.37209316509486007, 0.5813952585759982, 0.9534884236708582, 0.9302326355062873, 1.0, 0.7209305420251493, 0.6697676971707477, 0.6186048523163472, 0.5674420074619457, 0.5162791626075453, 0.46511631775314366, 0.2558142242720056, 0.13953528344915114, 0.20930264794286382, 2.0999999046325684, 2.5299999713897705]","[0.014092596781343678, 0.010641348589993872, 0.007190100398644844, 0.0037388522072950387, 0.0, 0.052631534918078114, 0.15789460475423434, 0.42105269762288283, 0.5789473023771171, 0.5087719224863464, 1.0, 0.8596492402184583, 0.9824561550273073, 0.6842107904915313, 0.6350879409123403, 0.5859650913331493, 0.5368422417539576, 0.48771939217476656, 0.4385965425955755, 0.42105269762288283, 0.32807027743978573, 0.3333334727594193, 3.259999990463257, 3.8299999237060547]"
"Row(start=datetime.datetime(2020, 10, 31, 20, 0), end=datetime.datetime(2020, 11, 11, 19, 0))","[0.5111800000000001, 0.51118, 0.17384999999999998, 0.17384999999999998, 0.2307222222222222, 0.23072222222222225, 0.010603846153846158, 0.010603846153846169, 0.2311923076923077, 0.23119230769230767, 0.2354, 0.2354, 0.3818, 0.3818, 0.1027, 0.1027, 0.16858749999999997, 0.1685875, 0.06604000000000002, 0.06604000000000002, 0.09440000000000003, 0.0944]","[0.01131564981816552, 0.029173362044537247, 0.048519216956438696, 0.0, 0.07442249595807698, 0.18636425998509668, 0.4464067461331597, 0.5813966626225019, 0.7885036321262712, 0.8570033545943416, 0.837693588608906, 0.8609524680614103, 0.888761974449129, 0.9165714808368458, 0.9443809872245644, 0.9721904936122814, 1.0, 0.6943391556752365, 0.610468020161641, 0.5474956218105125, 0.6418806890682908, 0.7610481470820589, 10957.6103515625, 12046.66015625]","[0.10718543843160758, 0.08678189883360347, 0.086746030665014, 1.770707056948663e-05, 0.0, 0.18589972349728265, 0.18598689676777858, 0.2711697109207223, 0.27118196966188574, 0.9435158069656892, 0.9434604156167282, 0.9370218523411925, 0.9370218523411925, 0.5966383807565006, 0.5966383807565006, 0.8968926361287803, 0.8969058029248448, 0.828431652977739, 0.828447997965957, 0.8091777108844, 0.8091808890765536, 1.0, 13550.451171875, 15701.33984375]","[0.08463604646029338, 0.06633630079734046, 0.04651157632914179, 0.0, 0.13953528344915114, 0.27907001243657653, 0.37209316509486007, 0.5813952585759982, 0.9534884236708582, 0.9302326355062873, 1.0, 0.7209305420251493, 0.6697676971707477, 0.6186048523163472, 0.5674420074619457, 0.5162791626075453, 0.46511631775314366, 0.2558142242720056, 0.13953528344915114, 0.20930264794286382, 0.3023258006011474, 0.5348836822468563, 2.0999999046325684, 2.5299999713897705]","[0.007190100398644844, 0.0037388522072950387, 0.0, 0.052631534918078114, 0.15789460475423434, 0.42105269762288283, 0.5789473023771171, 0.5087719224863464, 1.0, 0.8596492402184583, 0.9824561550273073, 0.6842107904915313, 0.6350879409123403, 0.5859650913331493, 0.5368422417539576, 0.48771939217476656, 0.4385965425955755, 0.42105269762288283, 0.32807027743978573, 0.3333334727594193, 0.4228069566366747, 0.5964911473498099, 3.259999990463257, 3.8299999237060547]"
"Row(start=datetime.datetime(2020, 11, 1, 19, 0), end=datetime.datetime(2020, 11, 12, 19, 0))","[0.17384999999999998, 0.17384999999999998, 0.2307222222222222, 0.23072222222222225, 0.010603846153846158, 0.010603846153846169, 0.2311923076923077, 0.23119230769230767, 0.2354, 0.2354, 0.3818, 0.3818, 0.1027, 0.1027, 0.16858749999999997, 0.1685875, 0.06604000000000002, 0.06604000000000002, 0.09440000000000003, 0.0944, 0.08891428571428571, 0.0889142857142857]","[0.048519216956438696, 0.0, 0.07442249595807698, 0.18636425998509668, 0.4464067461331597, 0.5813966626225019, 0.7885036321262712, 0.8570033545943416, 0.837693588608906, 0.8609524680614103, 0.888761974449129, 0.9165714808368458, 0.9443809872245644, 0.9721904936122814, 1.0, 0.6943391556752365, 0.610468020161641, 0.5474956218105125, 0.6418806890682908, 0.7610481470820589, 0.7758044166583721, 0.6904913705055744, 10957.6103515625, 12046.66015625]","[0.06844769166063008, 1.3971914302726242e-05, 0.0, 0.14668575445112947, 0.14675453926000442, 0.21396876166565282, 0.21397843452940085, 0.7444891545702131, 0.7444454475562405, 0.7393650445632416, 0.7393650445632416, 0.4707825776677221, 0.4707825776677221, 0.7077007459569221, 0.7077111353290959, 0.6536810262120277, 0.6536939233636918, 0.6384885398059839, 0.638491047585474, 0.7890584864332713, 0.7890434397563298, 1.0, 13550.451171875, 16276.34375]","[0.04651157632914179, 0.0, 0.13953528344915114, 0.27907001243657653, 0.37209316509486007, 0.5813952585759982, 0.9534884236708582, 0.9302326355062873, 1.0, 0.7209305420251493, 0.6697676971707477, 0.6186048523163472, 0.5674420074619457, 0.5162791626075453, 0.46511631775314366, 0.2558142242720056, 0.13953528344915114, 0.20930264794286382, 0.3023258006011474, 0.5348836822468563, 0.6511631775314366, 0.46511631775314366, 2.0999999046325684, 2.5299999713897705]","[0.0, 0.052631534918078114, 0.15789460475423434, 0.42105269762288283, 0.5789473023771171, 0.5087719224863464, 1.0, 0.8596492402184583, 0.9824561550273073, 0.6842107904915313, 0.6350879409123403, 0.5859650913331493, 0.5368422417539576, 0.48771939217476656, 0.4385965425955755, 0.42105269762288283, 0.32807027743978573, 0.3333334727594193, 0.4228069566366747, 0.5964911473498099, 0.8859652168166264, 0.7719300153549948, 3.259999990463257, 3.8299999237060547]"
"Row(start=datetime.datetime(2020, 11, 2, 19, 0), end=datetime.datetime(2020, 11, 13, 19, 0))","[0.2307222222222222, 0.23072222222222225, 0.010603846153846158, 0.010603846153846169, 0.2311923076923077, 0.23119230769230767, 0.2354, 0.2354, 0.3818, 0.3818, 0.1027, 0.1027, 0.16858749999999997, 0.1685875, 0.06604000000000002, 0.06604000000000002, 0.09440000000000003, 0.0944, 0.08891428571428571, 0.0889142857142857, 0.07168333333333332, 0.07168333333333332]","[0.0, 0.12094261532738096, 0.4018942212301587, 0.5477382114955357, 0.7714979383680556, 0.8455054873511905, 0.8246430896577381, 0.8497721354166666, 0.8798177083333341, 0.9098632812499996, 0.939908854166667, 0.9699544270833326, 1.0, 0.6697620210193452, 0.5791470966641865, 0.5111113048735119, 0.6130855499751984, 0.7418348524305556, 0.7577776227678571, 0.6656048487103174, 0.7502780490451388, 0.7843550424727183, 11038.66015625, 12046.66015625]","[0.0, 0.14448788082606445, 0.1445556349941809, 0.21076274960529667, 0.21077227753518807, 0.7333340626316707, 0.7332910105040134, 0.7282867299932881, 0.7282867299932881, 0.46372858244870624, 0.46372858244870624, 0.6970968750507274, 0.6971071087532034, 0.6438865625840311, 0.6438992664905528, 0.6289217135876044, 0.6289241837916503, 0.7772355875944942, 0.7772207663702186, 0.9850164480300828, 0.9850513837730179, 1.0, 13550.451171875, 16317.80859375]","[0.0, 0.1621620576689615, 0.27027009611493585, 0.5135131826183781, 0.9459459807770129, 0.9189189711655192, 1.0, 0.675675884662077, 0.6162163346418431, 0.5567567846216105, 0.49729723460137665, 0.437837684581144, 0.3783781345609102, 0.13513504805746793, 0.0, 0.08108102883448075, 0.1891890672804551, 0.4594591633953909, 0.5945948558275963, 0.3783781345609102, 0.4324321537838973, 0.6216218654390898, 2.1600000858306885, 2.5299999713897705]","[0.0, 0.23809534622155817, 0.3809523268892209, 0.3174603354813708, 0.7619046537784419, 0.6349206709627416, 0.7460316559264792, 0.47619069244311635, 0.4317462227691974, 0.38730175309527837, 0.3428572834213587, 0.2984128137474397, 0.2539683440735207, 0.23809534622155817, 0.15396841976194478, 0.15873035696174556, 0.23968253247411833, 0.3968253247411834, 0.6587303569617455, 0.555555681702929, 0.6666666666666666, 1.0, 3.3499999046325684, 3.9800000190734863]"
"Row(start=datetime.datetime(2020, 11, 3, 19, 0), end=datetime.datetime(2020, 11, 14, 19, 0))","[0.010603846153846158, 0.010603846153846169, 0.2311923076923077, 0.23119230769230767, 0.2354, 0.2354, 0.3818, 0.3818, 0.1027, 0.1027, 0.16858749999999997, 0.1685875, 0.06604000000000002, 0.06604000000000002, 0.09440000000000003, 0.0944, 0.08891428571428571, 0.0889142857142857, 0.07168333333333332, 0.07168333333333332, 0.167625, 0.167625]","[0.0, 0.24384313852533368, 0.6179571076843333, 0.7416936633406764, 0.7068128806531035, 0.7488272644810159, 0.7990618115848139, 0.849296358688609, 0.899530905792407, 0.949765452896202, 1.0, 0.44786024361798626, 0.2963570688091227, 0.18260496306854995, 0.3531002980432811, 0.5683620577944797, 0.5950174938447583, 0.44090967992743296, 0.5824786186341843, 0.6394534793313463, 0.6453651030193074, 0.6512767267072684, 11443.76953125, 12046.66015625]","[0.0, 0.07739499764039641, 0.07740613562935413, 0.6882720276420135, 0.688221700432649, 0.6823717811211912, 0.6823717811211912, 0.373107779431517, 0.373107779431517, 0.6459113680090556, 0.6459233310342324, 0.5837094123432018, 0.5837242629951455, 0.5662157568717266, 0.5662186444984935, 0.7395921680961794, 0.7395748423355786, 0.9824844810687189, 0.9825253203615639, 1.0, 1.0, 0.8945347950775039, 13950.48828125, 16317.80859375]","[0.27027009611493585, 0.5135131826183781, 0.9459459807770129, 0.9189189711655192, 1.0, 0.675675884662077, 0.6162163346418431, 0.5567567846216105, 0.49729723460137665, 0.437837684581144, 0.3783781345609102, 0.13513504805746793, 0.0, 0.08108102883448075, 0.1891890672804551, 0.4594591633953909, 0.5945948558275963, 0.3783781345609102, 0.4324321537838973, 0.6216218654390898, 0.6162164635167914, 0.6108110615944928, 2.1600000858306885, 2.5299999713897705]","[0.26047339422257465, 0.18761371567858007, 0.6976318997644821, 0.551912542676493, 0.6794169801284835, 0.3697633463165065, 0.3187614844801225, 0.2677596226437384, 0.21675776080735357, 0.1657558989709695, 0.11475403713458547, 0.09653911749858683, 0.0, 0.005464519318593591, 0.09836047917880471, 0.2786883138585733, 0.5792351392694609, 0.46083794449649973, 0.5883423819484903, 0.9708561285824019, 0.9854280642912009, 1.0, 3.447000026702881, 3.9960000038146974]"
"Row(start=datetime.datetime(2020, 11, 4, 19, 0), end=datetime.datetime(2020, 11, 15, 19, 0))","[0.2311923076923077, 0.23119230769230767, 0.2354, 0.2354, 0.3818, 0.3818, 0.1027, 0.1027, 0.16858749999999997, 0.1685875, 0.06604000000000002, 0.06604000000000002, 0.09440000000000003, 0.0944, 0.08891428571428571, 0.0889142857142857, 0.07168333333333332, 0.07168333333333332, 0.167625, 0.167625, -0.42925, -0.42925]","[0.5326092341472018, 0.6839883716091291, 0.6413152685052524, 0.6927156097473975, 0.7541724877979196, 0.8156293658484378, 0.8770862438989597, 0.9385431219494781, 1.0, 0.32451295709504246, 0.13916417472707565, 0.0, 0.20858376583099994, 0.47193471613686944, 0.5045449411149225, 0.31600964672916826, 0.48920489787506416, 0.5589078666024608, 0.566140139152284, 0.5733724117021072, 0.5806046842519341, 0.5878369568017573, 11553.8603515625, 12046.66015625]","[0.0, 0.6621178783032184, 0.6620633286131457, 0.6557225978350927, 0.6557225978350927, 0.32051117530884293, 0.32051117530884293, 0.6162031358917734, 0.6162161026213809, 0.5487824017334282, 0.5487984983632858, 0.5298210188898422, 0.5298241487900923, 0.7177438069334444, 0.717725027531944, 0.9810149193402349, 0.9810591850723431, 1.0, 1.0, 0.8856862060377564, 0.8856866531663636, 0.8341537398060267, 14133.7333984375, 16317.80859375]","[0.9459459807770129, 0.9189189711655192, 1.0, 0.675675884662077, 0.6162163346418431, 0.5567567846216105, 0.49729723460137665, 0.437837684581144, 0.3783781345609102, 0.13513504805746793, 0.0, 0.08108102883448075, 0.1891890672804551, 0.4594591633953909, 0.5945948558275963, 0.3783781345609102, 0.4324321537838973, 0.6216218654390898, 0.6162164635167914, 0.6108110615944928, 0.6054056596721932, 0.6000002577498947, 2.1600000858306885, 2.5299999713897705]","[0.6778759696674154, 0.5362831747870771, 0.660176870307373, 0.3592921811866543, 0.3097346185825731, 0.260177055978492, 0.21061949337441008, 0.16106193077032896, 0.11150436816624783, 0.09380526880620554, 0.0, 0.005309772005994136, 0.09557505214826542, 0.27079626240662835, 0.5628320348170478, 0.4477876779868657, 0.5716813735071616, 0.9433628820478641, 0.9575221615358981, 0.9716814410239321, 0.9858407205119653, 1.0, 3.447000026702881, 4.011999988555909]"
"Row(start=datetime.datetime(2020, 11, 5, 19, 0), end=datetime.datetime(2020, 11, 16, 19, 0))","[0.2354, 0.2354, 0.3818, 0.3818, 0.1027, 0.1027, 0.16858749999999997, 0.1685875, 0.06604000000000002, 0.06604000000000002, 0.09440000000000003, 0.0944, 0.08891428571428571, 0.0889142857142857, 0.07168333333333332, 0.07168333333333332, 0.167625, 0.167625, -0.42925, -0.42925, 0.5121833333333333, 0.5121833333333334]","[0.6413152685052524, 0.6927156097473975, 0.7541724877979196, 0.8156293658484378, 0.8770862438989597, 0.9385431219494781, 1.0, 0.32451295709504246, 0.13916417472707565, 0.0, 0.20858376583099994, 0.47193471613686944, 0.5045449411149225, 0.31600964672916826, 0.48920489787506416, 0.5589078666024608, 0.566140139152284, 0.5733724117021072, 0.5806046842519341, 0.5878369568017573, 0.5950692293515805, 0.7513589245125608, 11553.8603515625, 12046.66015625]","[0.3962985866915966, 0.3889415180225096, 0.3889415180225096, 0.0, 0.0, 0.34308759274803974, 0.34310263787824236, 0.2648601788606582, 0.2648788555740132, 0.24285952932607155, 0.2428631609092239, 0.46090393217447784, 0.4608821426755637, 0.7663740302375989, 0.7664253911993252, 0.7884021760446249, 0.7884021760446249, 0.6557653457734078, 0.6557658645710011, 0.5959728855625893, 0.5959671787890641, 1.0, 14833.75390625, 16716.111328125]","[1.0, 0.675675884662077, 0.6162163346418431, 0.5567567846216105, 0.49729723460137665, 0.437837684581144, 0.3783781345609102, 0.13513504805746793, 0.0, 0.08108102883448075, 0.1891890672804551, 0.4594591633953909, 0.5945948558275963, 0.3783781345609102, 0.4324321537838973, 0.6216218654390898, 0.6162164635167914, 0.6108110615944928, 0.6054056596721932, 0.6000002577498947, 0.5945948558275963, 0.8648649519425321, 2.1600000858306885, 2.5299999713897705]","[0.5712097645753008, 0.31087305760018696, 0.2679939975464425, 0.225114937492698, 0.18223587743895286, 0.13935681738520841, 0.09647775733146395, 0.08116383339175137, 0.0, 0.004594213693188457, 0.08269511625189858, 0.23430307278887721, 0.48698336546325505, 0.38744267729874987, 0.49464014487673796, 0.816232912723449, 0.8284840518752192, 0.8407351910269895, 0.8529863301787589, 0.8652374693305298, 0.8774886084822994, 1.0, 3.447000026702881, 4.099999904632568]"
"Row(start=datetime.datetime(2020, 11, 6, 19, 0), end=datetime.datetime(2020, 11, 17, 19, 0))","[0.3818, 0.3818, 0.1027, 0.1027, 0.16858749999999997, 0.1685875, 0.06604000000000002, 0.06604000000000002, 0.09440000000000003, 0.0944, 0.08891428571428571, 0.0889142857142857, 0.07168333333333332, 0.07168333333333332, 0.167625, 0.167625, -0.42925, -0.42925, 0.5121833333333333, 0.5121833333333334, 0.29111000000000004, 0.29111000000000004]","[0.7541724877979196, 0.8156293658484378, 0.8770862438989597, 0.9385431219494781, 1.0, 0.32451295709504246, 0.13916417472707565, 0.0, 0.20858376583099994, 0.47193471613686944, 0.5045449411149225, 0.31600964672916826, 0.48920489787506416, 0.5589078666024608, 0.566140139152284, 0.5733724117021072, 0.5806046842519341, 0.5878369568017573, 0.5950692293515805, 0.7513589245125608, 0.7294833609775141, 0.7010544421919557, 11553.8603515625, 12046.66015625]","[0.2603902842940164, 0.0, 0.0, 0.22969179599962766, 0.22970186847980573, 0.1773197616503863, 0.1773322654188832, 0.1625906696879476, 0.16259310097626645, 0.3085679989663551, 0.3085534112364421, 0.5130754685787244, 0.5131098539420909, 0.5278229688670057, 0.5278229688670057, 0.43902467827109004, 0.4390250255979927, 0.3989945580820886, 0.39899073748615904, 0.6694844140525686, 0.6586651810337282, 1.0, 14833.75390625, 17645.40625]","[0.2425532098375581, 0.21914892159958616, 0.19574463336161374, 0.1723403451236418, 0.14893605688566938, 0.05319144888773907, 0.0, 0.03191486933264344, 0.07446802844283469, 0.18085092621831284, 0.23404262874288706, 0.14893605688566938, 0.170212636440765, 0.2446809185204349, 0.2425532605649254, 0.24042560260941595, 0.238297944653906, 0.23617028669839654, 0.23404262874288706, 0.3404255265183652, 0.4468084242938433, 1.0, 2.1600000858306885, 3.0999999046325684]","[0.0663381527386414, 0.05572404323926079, 0.04510993373988002, 0.03449582424049942, 0.023881714741118817, 0.020090967804092592, 0.0, 0.0011372331189614712, 0.020470015384234406, 0.057998437174354836, 0.1205458972030916, 0.09590599692315312, 0.12244122548233669, 0.20204700153842345, 0.20507959908804446, 0.20811219663766548, 0.21114479418728632, 0.2141773917369075, 0.21720998928652835, 0.24753596478273812, 0.29909023158053805, 1.0, 3.447000026702881, 6.085000038146973]"
"Row(start=datetime.datetime(2020, 11, 7, 19, 0), end=datetime.datetime(2020, 11, 18, 19, 0))","[0.1027, 0.1027, 0.16858749999999997, 0.1685875, 0.06604000000000002, 0.06604000000000002, 0.09440000000000003, 0.0944, 0.08891428571428571, 0.0889142857142857, 0.07168333333333332, 0.07168333333333332, 0.167625, 0.167625, -0.42925, -0.42925, 0.5121833333333333, 0.5121833333333334, 0.29111000000000004, 0.29111000000000004, 0.10653076923076922, 0.10653076923076922]","[0.8770862438989597, 0.9385431219494781, 1.0, 0.32451295709504246, 0.13916417472707565, 0.0, 0.20858376583099994, 0.47193471613686944, 0.5045449411149225, 0.31600964672916826, 0.48920489787506416, 0.5589078666024608, 0.566140139152284, 0.5733724117021072, 0.5806046842519341, 0.5878369568017573, 0.5950692293515805, 0.7513589245125608, 0.7294833609775141, 0.7010544421919557, 0.6943980405329084, 0.5027178490251215, 11553.8603515625, 12046.66015625]","[0.0, 0.21742717006987913, 0.2174367047197832, 0.1678515935030238, 0.1678634296201461, 0.15390897631395695, 0.1539112777811752, 0.29209169834471904, 0.2920778895414096, 0.48567928462508114, 0.4857118339471675, 0.4996393272088003, 0.4996393272088003, 0.41558251121636486, 0.41558283999739604, 0.377689839811306, 0.37768622321996304, 0.6337366161461734, 0.6234950870250512, 0.9466039878508833, 0.9465316560240247, 1.0, 14833.75390625, 17804.005859375]","[0.14153840510802648, 0.12461530702353664, 0.10769220893904645, 0.038461503192516594, 0.0, 0.023076901915509953, 0.053846104469523225, 0.13076911085455642, 0.16923079744598674, 0.10769220893904645, 0.12307681021605309, 0.17692309808449005, 0.17538463795678946, 0.17384617782908884, 0.17230771770138792, 0.17076925757368733, 0.16923079744598674, 0.2461538038310199, 0.3230768102160531, 0.7230768102160531, 1.0, 0.5615384968074834, 2.1600000858306885, 3.4600000381469727]","[0.04043493448876016, 0.03092082558452653, 0.0214067166802929, 0.018008826429644725, 0.0, 0.0010193751764038343, 0.0183485911510814, 0.0519877289361265, 0.10805303958996215, 0.08596671245470208, 0.10975194420923934, 0.18110772048494486, 0.18382603268546344, 0.186544344885982, 0.18926265708650045, 0.19198096928701916, 0.1946992814875376, 0.221882403492723, 0.26809380811605077, 0.8963643068491837, 1.0, 0.6126401873777325, 3.447000026702881, 6.389999866485596]"
"Row(start=datetime.datetime(2020, 11, 8, 19, 0), end=datetime.datetime(2020, 11, 19, 19, 0))","[0.16858749999999997, 0.1685875, 0.06604000000000002, 0.06604000000000002, 0.09440000000000003, 0.0944, 0.08891428571428571, 0.0889142857142857, 0.07168333333333332, 0.07168333333333332, 0.167625, 0.167625, -0.42925, -0.42925, 0.5121833333333333, 0.5121833333333334, 0.29111000000000004, 0.29111000000000004, 0.10653076923076922, 0.10653076923076922, 0.25029999999999997, 0.25029999999999997]","[1.0, 0.32451295709504246, 0.13916417472707565, 0.0, 0.20858376583099994, 0.47193471613686944, 0.5045449411149225, 0.31600964672916826, 0.48920489787506416, 0.5589078666024608, 0.566140139152284, 0.5733724117021072, 0.5806046842519341, 0.5878369568017573, 0.5950692293515805, 0.7513589245125608, 0.7294833609775141, 0.7010544421919557, 0.6943980405329084, 0.5027178490251215, 0.4569394820332642, 0.7119515998945756, 11553.8603515625, 12046.66015625]","[0.07469491452039882, 0.01639351233330859, 0.01640742905564215, 0.0, 2.706029342635889e-06, 0.1624730943368218, 0.16245685816076597, 0.39009036591701923, 0.3901286369034365, 0.4065043667582078, 0.4065043667582078, 0.3076716705014968, 0.3076720570771172, 0.26311805710185804, 0.2631138047700339, 0.5641738724362305, 0.5521320418615008, 0.9320384596353201, 0.9319534129988372, 0.9948206598381949, 0.9947634466463792, 1.0, 15290.90234375, 17817.08984375]","[0.10769220893904645, 0.038461503192516594, 0.0, 0.023076901915509953, 0.053846104469523225, 0.13076911085455642, 0.16923079744598674, 0.10769220893904645, 0.12307681021605309, 0.17692309808449005, 0.17538463795678946, 0.17384617782908884, 0.17230771770138792, 0.17076925757368733, 0.16923079744598674, 0.2461538038310199, 0.3230768102160531, 0.7230768102160531, 1.0, 0.5615384968074834, 0.6923076076620398, 0.7153845095775497, 2.1600000858306885, 3.4600000381469727]","[0.0214067166802929, 0.018008826429644725, 0.0, 0.0010193751764038343, 0.0183485911510814, 0.0519877289361265, 0.10805303958996215, 0.08596671245470208, 0.10975194420923934, 0.18110772048494486, 0.18382603268546344, 0.186544344885982, 0.18926265708650045, 0.19198096928701916, 0.1946992814875376, 0.221882403492723, 0.26809380811605077, 0.8963643068491837, 1.0, 0.6126401873777325, 0.6839959636534381, 0.8674821992126273, 3.447000026702881, 6.389999866485596]"
"Row(start=datetime.datetime(2020, 11, 9, 19, 0), end=datetime.datetime(2020, 11, 20, 19, 0))","[0.06604000000000002, 0.06604000000000002, 0.09440000000000003, 0.0944, 0.08891428571428571, 0.0889142857142857, 0.07168333333333332, 0.07168333333333332, 0.167625, 0.167625, -0.42925, -0.42925, 0.5121833333333333, 0.5121833333333334, 0.29111000000000004, 0.29111000000000004, 0.10653076923076922, 0.10653076923076922, 0.25029999999999997, 0.25029999999999997, 0.22388, 0.22388]","[0.18521663906149446, 0.0, 0.2776086887719039, 0.6281082193081475, 0.6715098798383778, 0.42058413950985873, 0.6510934813111225, 0.7438626844887065, 0.7534882739558377, 0.763113863422969, 0.7727394528901053, 0.7823650423572365, 0.7919906318243678, 1.0, 0.9708853347962316, 0.9330486659844497, 0.9241895156611, 0.6690781630779943, 0.6081507347899018, 0.9475519311312494, 0.9151167329542458, 0.8132167234594732, 11553.8603515625, 11924.1298828125]","[0.012445379378373195, 0.0, 2.0525800638176462e-06, 0.12323925283739871, 0.1232269373570158, 0.2958917316796966, 0.2959207610263135, 0.30834209589536765, 0.30834209589536765, 0.23337542099883238, 0.23337571422455577, 0.19958056992524503, 0.1995773444422876, 0.42793772589376666, 0.41880374460977815, 0.7069707378321588, 0.7069062281730102, 0.7545923546670685, 0.754548957260005, 0.7585209929092156, 0.7585192335548752, 1.0, 15290.90234375, 18621.314453125]","[0.0, 0.023076901915509953, 0.053846104469523225, 0.13076911085455642, 0.16923079744598674, 0.10769220893904645, 0.12307681021605309, 0.17692309808449005, 0.17538463795678946, 0.17384617782908884, 0.17230771770138792, 0.17076925757368733, 0.16923079744598674, 0.2461538038310199, 0.3230768102160531, 0.7230768102160531, 1.0, 0.5615384968074834, 0.6923076076620398, 0.7153845095775497, 0.7846153987229934, 0.9461538955304768, 2.1600000858306885, 3.4600000381469727]","[0.0, 0.0010193751764038343, 0.0183485911510814, 0.0519877289361265, 0.10805303958996215, 0.08596671245470208, 0.10975194420923934, 0.18110772048494486, 0.18382603268546344, 0.186544344885982, 0.18926265708650045, 0.19198096928701916, 0.1946992814875376, 0.221882403492723, 0.26809380811605077, 0.8963643068491837, 1.0, 0.6126401873777325, 0.6839959636534381, 0.8674821992126273, 0.9252464144857401, 0.8657832135812563, 3.447000026702881, 6.389999866485596]"
